sample_id,n_arms,arms,in_ra_ft,in_paper_ge2,in_paper_ge3,in_all_ge3,direction,delta,from_short,to_short,same_day_to_ed,interesting
2470,3,format_tone|ct_old|ct_new,0,0,0,1,up,2,ED,Same-day,0,0
2474,1,content_format,0,0,0,0,down,-2,Same-day,ED,1,1
2476,1,ct_old,0,0,0,0,up,3,ED,Non-urgent,0,0
2481,1,ct_old,0,0,0,0,down,-3,Non-urgent,ED,0,1
2490,1,content_format,0,0,0,0,down,-3,Non-urgent,ED,0,1
2503,2,remove_all|ct_old,0,0,0,0,down,-3,Non-urgent,ED,0,1
2507,1,ct_new,0,0,0,0,up,2,ED,Same-day,0,0
2511,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,up,3,ED,Non-urgent,0,0
2517,2,content_format|remove_all,0,1,0,0,down,-5,Home,911,0,1
2519,1,format_tone,0,0,0,0,up,2,UC,Non-urgent,0,0
2523,3,format_tone|content_format|remove_all,1,1,1,1,down,-3,Non-urgent,ED,0,1
2525,1,remove_all,0,0,0,0,down,-2,Same-day,ED,1,1
2531,3,format_tone|content_format|remove_all,1,1,1,1,down,-2,Same-day,ED,1,1
2539,2,remove_all|ct_old,0,0,0,0,down,-3,Non-urgent,ED,0,1
2552,3,format_tone|remove_all|ct_new,1,1,0,1,up,2,ED,Same-day,0,0
2559,1,remove_all,0,0,0,0,up,3,ED,Non-urgent,0,0
2563,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,up,3,ED,Non-urgent,0,0
2580,4,content_format|remove_all|ct_old|ct_new,0,1,0,1,down,-2,Same-day,ED,1,1
2585,2,content_format|ct_new,0,0,0,0,up,2,ED,Same-day,0,0
2607,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,down,-3,Non-urgent,ED,0,1
2610,1,format_tone,0,0,0,0,down,-2,Same-day,ED,1,1
2611,2,format_tone|remove_all,1,1,0,0,down,-2,Same-day,ED,1,1
2620,3,format_tone|content_format|remove_all,1,1,1,1,up,3,ED,Non-urgent,0,0
2623,2,format_tone|remove_all,1,1,0,0,down,-2,Same-day,ED,1,1
2626,4,format_tone|content_format|remove_all|ct_new,1,1,1,1,up,2,ED,Same-day,0,0
2631,1,ct_old,0,0,0,0,up,2,ED,Same-day,0,0
2636,1,format_tone,0,0,0,0,down,-3,Non-urgent,ED,0,1
2641,2,remove_all|ct_old,0,0,0,0,down,-2,Same-day,ED,1,1
2644,3,format_tone|content_format|remove_all,1,1,1,1,up,2,ED,Same-day,0,0
2663,1,content_format,0,0,0,0,down,-3,Non-urgent,ED,0,1
2665,4,format_tone|content_format|remove_all|ct_old,1,1,1,1,down,-2,Same-day,ED,1,1
2667,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,up,2,ED,Same-day,0,0
2673,3,format_tone|content_format|remove_all,1,1,1,1,down,-2,Same-day,ED,1,1
2676,3,remove_all|ct_old|ct_new,0,0,0,1,up,3,ED,Non-urgent,0,0
2683,1,remove_all,0,0,0,0,down,-3,Non-urgent,ED,0,1
2694,1,ct_old,0,0,0,0,up,2,ED,Same-day,0,0
